,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
1651,8.5,,,1.0,,13.0,,0.993,2.79,0.37,,1
1652,6.9,,,1.4,0.055999999999999994,35.0,136.0,0.9938,3.63,,10.3,0
1653,7.1,,0.29,12.4,,,,0.9969,3.04,0.42,,0
1654,,,0.29,6.9,0.040999999999999995,,163.0,0.9952,3.44,,,0
1655,6.4,0.5,0.2,,0.059000000000000004,19.0,112.0,,,,9.2,0
1656,,0.31,,,0.037000000000000005,12.0,,0.9919,,0.51,,2
1657,8.4,0.3,0.25,,0.047,25.0,,,,,,1
1658,6.7,0.5,0.36,,0.096,18.0,,,3.11,,9.6,1
1659,,,,,,32.0,,,,0.4,,1
1660,5.8,0.2,,,,,,,3.59,0.56,,2
1661,,0.12,0.27,,0.03,,110.0,0.99226,,0.68,12.1,0
1662,,0.36,,15.0,0.052000000000000005,35.0,256.0,1.0001,2.93,0.64,,1
1663,,0.27,,,0.057999999999999996,,,0.9955,,0.59,,1
1664,8.8,0.2,0.43,,0.053,,184.0,1.0008,3.28,,8.8,0
1665,,,0.36,,0.037000000000000005,,101.0,,3.13,,12.3,2
1666,6.8,0.22,,13.6,0.055,50.0,,,3.44,0.39,,1
1667,,0.26,,,,36.0,152.0,,3.28,,,0
1668,,,0.26,15.6,0.049,,,,3.06,,,1
1669,,0.33,0.48,,0.048,,243.0,1.001,,0.4,8.8,1
1670,7.4,0.28,0.4,11.9,,,,,3.01,0.46,10.8,4
1671,7.0,,,,,42.0,,,3.31,,,0
1672,5.8,,,4.9,0.039,22.0,86.0,,,,13.1,2
1673,,0.42,,,0.054000000000000006,,,0.9971,3.02,0.58,9.2,0
1674,,0.32,0.26,,0.053,,,0.9965,3.25,,9.2,0
1675,,0.28,,,,,,,3.0,0.38,,2
1676,7.2,,,7.3,0.05,,157.0,0.99625,,,,1
1677,6.2,0.3,,,0.036000000000000004,,128.0,,,,11.6,0
1678,7.4,,0.31,,0.057999999999999996,38.0,,0.9931,3.16,,10.0,2
1679,6.5,,0.42,,0.042,,202.0,,3.24,,9.5,0
1680,8.5,0.32,,14.9,0.040999999999999995,,,0.9982,,0.31,,0
1681,7.9,0.46,,4.1,,40.0,,0.9912,3.18,0.44,12.8,2
1682,,,,,0.17300000000000001,,,0.9937,3.1,,9.4,0
1683,6.7,,,,,18.0,,,,0.36,,0
1684,7.2,0.25,,1.5,,,105.0,0.99154,3.17,0.48,11.1,0
1685,7.3,0.24,,13.6,0.05,,,,3.37,,9.7,1
1686,,0.32,0.34,5.7,,27.0,,0.9918399999999999,,0.6,12.0,2
1687,6.6,,,8.2,,52.0,,,3.16,,9.5,0
1688,,,0.3,,0.055999999999999994,31.0,122.0,,,0.42,10.5,0
1689,6.6,,0.41,,0.046,,,,3.14,,,0
1690,6.8,0.23,0.29,,0.035,,236.0,,,,,0
1691,,,,2.9,0.044000000000000004,,,,3.17,0.32,12.9,3
1692,,,,10.4,0.086,17.0,,0.9968100000000001,,,,1
1693,,0.4,,5.45,0.016,26.0,90.0,,2.84,0.54,13.2,2
1694,7.2,0.39,0.63,11.0,0.044000000000000004,,,0.9974,3.09,,8.7,0
1695,,,,1.65,0.025,42.0,103.0,,,,,1
1696,,0.24,,,0.039,,100.0,0.99098,3.69,,11.7,0
1697,6.7,0.42,0.46,,,67.0,234.0,0.9984799999999999,3.23,0.5,9.0,1
1698,,,,,0.059000000000000004,,199.0,,,,10.3,1
1699,6.4,,0.57,1.0,0.06,,,,3.06,,9.5,1
1700,,0.32,,1.5,,17.0,141.0,,,0.36,,1
1701,,0.31,0.3,,,,,,,0.63,,2
1702,6.7,0.15,0.32,7.9,,,81.0,0.9951200000000001,3.29,0.31,,0
1703,,0.2,,,0.052000000000000005,,,,,0.62,9.3,1
1704,6.3,0.17,,4.2,,37.0,117.0,,3.24,0.43,11.3,0
1705,,,,,0.03,33.0,78.0,,3.22,0.72,11.3,0
1706,5.7,,,12.6,,22.0,115.0,,,,9.9,0
1707,8.2,0.23,0.4,,0.049,12.0,,,3.06,,9.7,0
1708,,,,,0.051,,,0.99835,3.04,0.54,9.0,0
1709,9.0,0.245,0.38,5.9,,52.0,159.0,0.995,,,,0
1710,6.3,,0.34,,0.05,,96.0,,3.21,0.49,,0
1711,,,,,,73.0,,0.9969,2.93,0.49,,0
1712,6.8,0.57,0.29,2.2,0.04,15.0,,,,,,1
1713,,,0.2,,0.044000000000000004,41.0,,0.9986200000000001,,0.46,,0
1714,,,0.3,1.8,,16.0,,0.9906,,0.4,11.8,0
1715,7.4,0.16,,13.7,,,,0.99825,2.9,,8.7,2
1716,7.0,0.28,,,0.032,,,,,,,2
1717,5.8,0.15,0.28,,,,127.0,,3.24,0.51,,1
1718,6.8,,0.21,,0.053,,,,,0.43,9.4,1
1719,5.5,,,,,,113.0,0.99224,,,,1
1720,6.8,,0.22,,0.047,,,,3.1,,9.0,1
1721,6.0,0.33,,1.8,,,,0.9919,3.41,,11.0,0
1722,8.1,,0.4,6.9,,,97.0,,3.26,,,0
1723,,0.15,0.36,,,43.0,,0.9922,,,,3
1724,7.4,,,8.4,0.045,,,,,,8.8,1
1725,,,,,,,,,,,,0
1726,,0.32,0.37,,0.051,13.0,,,3.49,0.44,,4
1727,8.5,,,1.1,0.027999999999999997,,,0.99272,2.83,0.36,,4
1728,,0.18,,,0.039,,151.0,0.99802,,,8.9,1
1729,,,,,0.043,,,0.99129,3.02,0.53,11.4,0
1730,,,0.3,1.6,,,,0.9942,3.22,0.38,,0
1731,,0.36,,5.7,0.015,14.0,73.0,,,,,0
1732,,0.54,,5.4,0.06,21.0,105.0,,3.27,,9.0,1
1733,6.2,,,1.1,0.039,24.0,78.0,,,0.47,,0
1734,8.1,0.28,0.34,1.3,,11.0,,0.9923200000000001,,,,0
1735,6.6,,,2.6,0.051,40.5,210.0,,3.15,,,1
1736,,,,16.0,,,186.0,0.99884,3.13,0.45,,1
1737,,,,10.7,0.11,20.0,103.0,,3.08,,9.0,0
1738,,0.29,,,0.19699999999999998,75.0,,,3.01,,9.1,1
1739,7.3,0.34,,,0.057,25.0,,,3.26,0.51,,0
1740,7.8,0.21,0.34,,0.039,,140.0,,3.02,0.31,10.3,0
1741,,,,1.2,0.035,18.0,97.0,,3.12,,,0
1742,,,0.34,9.3,,19.0,86.0,0.99574,3.04,,10.0,1
1743,,,0.4,11.6,0.032,,,0.9963,3.1,,9.8,0
1744,,,,,,,151.0,,3.07,0.4,9.4,1
1745,6.5,0.36,0.16,,,11.0,107.0,0.99398,3.19,0.39,8.5,1
1746,5.8,,0.47,7.5,0.027000000000000003,12.0,88.0,0.9907,,0.45,,0
1747,7.0,0.27,0.32,,0.047,47.0,193.0,0.9938,,,11.4,0
1748,,0.14,0.44,,,,,,3.32,,10.2,0
1749,,0.32,,,0.031,47.0,194.0,0.99692,,,,0
1750,,0.265,0.36,,0.034,,80.0,0.9913,2.95,0.36,,2
1751,6.1,0.41,0.2,,0.032,54.0,136.0,0.99516,,,,0
1752,,0.17,,,0.11900000000000001,,178.0,0.9957799999999999,3.15,0.44,10.2,0
1753,7.4,0.16,,,,25.0,135.0,,2.9,0.43,,2
1754,7.2,0.4,,,0.048,,138.0,0.9929,,0.42,,1
1755,,,0.19,4.5,0.038,36.0,119.0,0.99151,,0.42,,0
1756,,,,,,,97.0,0.9931399999999999,2.96,,11.7,0
1757,,0.2,,,,,,0.9939,,0.51,,1
1758,6.8,,,,,,130.0,,2.83,,9.6,1
1759,7.2,0.27,,,0.037000000000000005,47.0,156.0,0.9981,,0.44,,1
1760,,,0.24,,,20.0,,0.99456,,,11.5,3
1761,7.3,0.21,,1.6,,,,0.9917,3.3,,,3
1762,,0.27,,,,,163.0,0.9951,,0.38,9.3,1
1763,6.8,0.32,0.21,2.2,0.044000000000000004,,,,,0.39,,0
1764,,,0.24,,,45.0,,0.99174,3.23,,11.2,2
1765,6.2,0.16,,1.1,,,82.0,0.991,,0.46,10.9,2
1766,,,0.31,2.0,0.03,,142.0,,3.4,,,2
1767,7.1,,0.38,,0.036000000000000004,,,0.9924,3.14,0.44,9.9,0
1768,7.2,,,5.7,0.038,26.0,98.0,,2.93,0.59,,2
1769,,0.28,0.36,1.1,,,,0.9893,,0.39,,2
1770,7.2,,0.27,5.8,,,118.0,0.9908799999999999,,,,2
1771,,0.27,,,,30.0,,0.992,,,,0
1772,5.7,,0.35,,0.026000000000000002,,113.0,0.9905200000000001,,,,0
1773,7.0,0.28,0.32,1.7,0.038,,128.0,0.99375,,,,0
1774,,,,1.1,,21.0,98.0,0.9929,,,,1
1775,7.2,0.19,0.39,,,,85.0,0.9918,3.16,0.5,,1
1776,7.1,,,6.2,0.032,,,,,0.39,10.9,0
1777,7.6,,0.25,,0.03,15.0,136.0,0.99367,3.1,,,0
1778,,,,,0.045,31.0,100.0,,3.4,,,1
1779,6.9,0.16,,,,,,0.9978,,,,0
1780,6.1,,0.32,,,24.0,,0.9898,3.36,0.4,,0
1781,,,,,0.068,,,0.9944,,,,1
1782,,0.42,0.48,9.85,,,,0.9958,2.87,,,1
1783,,,,,0.044000000000000004,21.0,,,,,,1
1784,,0.24,,,0.052000000000000005,,126.0,0.9988799999999999,,0.47,,0
1785,,0.22,0.33,,0.036000000000000004,37.0,110.0,0.98945,,0.58,12.4,0
1786,,0.18,0.3,,,,,0.9954,,0.42,10.8,2
1787,,,0.26,,0.033,,136.0,0.99316,,0.51,10.4,2
1788,,0.29,,,,122.5,,0.9922,,,,4
1789,,,,5.7,,,130.0,0.99,3.11,,13.0,2
1790,6.2,0.3,0.32,,0.054000000000000006,27.0,183.0,0.99266,,,10.1,1
1791,,,0.19,,0.031,28.0,,,2.97,0.4,10.55,0
1792,,0.42,,,,,199.0,0.9972,3.14,0.55,9.3,0
1793,6.0,,,14.7,0.044000000000000004,,144.0,0.99666,3.12,0.53,,0
1794,6.9,,0.32,,,,,0.9929600000000001,,0.55,,0
1795,,,,10.3,0.057,64.0,185.0,0.99519,3.12,0.5,,0
1796,5.4,,0.22,4.6,0.022000000000000002,,,0.9888899999999999,,,,0
1797,6.2,0.18,,,,17.0,90.0,0.9919,3.27,,,0
1798,7.7,0.27,0.49,1.8,0.040999999999999995,23.0,,,3.16,0.42,12.5,0
1799,6.3,0.39,,2.8,,,173.0,0.9930399999999999,3.24,0.45,9.8,1
1800,,,,1.6,0.027999999999999997,12.0,,,3.57,0.52,,0
1801,7.5,0.15,0.38,,0.054000000000000006,19.0,,0.9946,,,,1
1802,,0.33,,4.0,0.04,,,,3.26,0.64,,2
1803,,,0.34,,,20.0,,0.9927,,,10.2,1
1804,,,,,,,,0.99398,,,9.0,1
1805,7.5,0.22,0.32,2.4,0.045,29.0,,0.99135,,0.6,11.3,2
1806,,0.22,,,0.054000000000000006,32.0,126.0,1.0002,3.22,,9.7,1
1807,,0.21,0.29,13.1,0.042,28.0,,,3.39,0.45,,1
1808,8.0,0.23,0.46,1.5,,30.0,125.0,,,0.47,12.5,0
1809,7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.9963,,0.42,,1
1810,,0.24,,,,25.0,,,3.01,0.98,10.5,0
1811,6.6,0.23,,1.5,,,72.0,,3.22,,,0
1812,6.9,,,2.0,0.038,39.0,190.0,,,,12.2,0
1813,,,,11.5,0.05,,,0.9947600000000001,3.22,,10.8,0
1814,7.1,,0.3,0.9,,,,0.98931,,,12.0,0
1815,6.2,,0.47,1.2,,,,,,,,1
1816,6.7,,0.31,1.9,0.03,,104.0,0.99,,0.62,12.6,2
1817,5.7,0.22,0.25,,,,175.0,,,0.62,11.1,0
1818,5.9,,,11.3,,30.0,,0.997,,,9.5,0
1819,7.1,,0.32,2.2,0.037000000000000005,,,0.993,,0.57,,2
1820,,,0.28,16.55,0.059000000000000004,,135.0,0.99665,3.2,,10.5,1
1821,,0.22,,,0.045,,140.0,,,,12.7,0
1822,,0.26,0.51,8.0,,,,,,,,1
1823,,,0.08,,0.062,,,0.9972,3.37,0.46,8.9,4
1824,7.6,,,,0.05,23.0,98.0,,3.08,,9.5,0
1825,6.3,0.33,,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,1
1826,,,0.28,6.1,0.018000000000000002,,103.0,,3.24,,,0
1827,6.4,0.16,,5.3,0.043,42.0,,0.99455,3.35,,10.5,1
1828,6.7,0.19,,,0.026000000000000002,,143.0,0.9912,,0.48,,0
1829,,,0.31,,0.027000000000000003,11.0,,0.98964,3.46,,13.2,2
1830,,0.16,,,0.043,,90.0,,,0.42,,2
1831,,0.54,0.23,2.0,,13.0,151.0,0.9931,,,,1
1832,,0.48,,1.1,0.046,,,,,0.36,9.6,0
1833,6.0,,0.33,,,,126.0,,,0.45,,2
1834,,0.25,0.28,,0.035,,,,3.4,0.42,10.4,0
1835,,0.26,0.32,,,64.0,185.0,0.99835,3.31,,,1
1836,6.8,0.21,,,,50.0,170.0,0.9991,,0.44,,0
1837,,0.25,0.34,13.7,,,184.0,,,,8.9,1
1838,6.4,,,,0.044000000000000004,,,,2.97,,,2
1839,,0.25,,,,53.0,209.0,0.9956299999999999,,,10.8,0
1840,,,,1.5,,,,,,0.41,12.1,0
1841,5.7,,0.3,,0.039,,98.0,,,,,2
1842,,0.32,0.35,,0.05,8.0,163.0,,,,,1
1843,6.6,0.13,,4.9,0.057999999999999996,47.0,131.0,,3.51,0.45,10.3,0
1844,6.2,,,1.4,,,,0.9912,3.3,,11.1,2
1845,6.6,,,,,53.0,,,,,10.4,0
1846,,0.26,0.5,11.4,0.028999999999999998,,93.0,,3.23,0.49,,0
1847,7.5,,0.62,10.6,0.045,,153.0,0.99779,3.16,,8.8,1
1848,6.3,0.2,,4.7,0.04,,168.0,,,0.75,,2
1849,,,0.35,,0.042,54.0,140.0,0.9967,3.23,,,1
1850,,0.32,0.39,4.3,0.03,31.0,127.0,0.9890399999999999,,0.36,12.8,3
1851,7.3,,,,,24.0,87.0,,2.94,0.35,12.0,0
1852,5.6,0.27,0.37,,0.025,11.0,49.0,,3.29,0.33,13.1,0
1853,6.9,0.38,0.32,,,,152.0,0.9932,,,12.0,2
1854,,,0.49,,,,,0.9914,3.24,0.4,,0
1855,6.2,0.29,,13.1,0.046,55.0,204.0,,3.16,0.41,,0
1856,,0.29,,7.9,,48.0,,0.9951200000000001,3.21,,,1
1857,,0.4,0.24,8.5,,,151.0,0.99626,,,9.2,1
1858,,0.19,,10.9,0.045,,154.0,0.9975200000000001,,,10.4,0
1859,,0.37,,2.5,0.027999999999999997,,84.0,,,0.36,11.7,0
1860,,,,5.25,0.053,33.0,,0.9926,3.13,,11.6,0
1861,,,,,,50.0,,0.9941,3.29,0.62,10.0,1
1862,6.8,0.18,0.28,9.8,,,,0.99406,,,,2
1863,,,0.47,1.4,0.049,,,,3.19,,9.5,1
1864,,,,1.7,0.034,,136.0,,3.47,,10.8,2
1865,6.6,,0.35,,,,135.0,0.9938,,,,1
1866,,,,,0.037000000000000005,,,0.9966,2.9,0.41,8.9,0
1867,,0.32,0.33,,,40.0,219.5,0.99316,,,,1
1868,7.0,0.3,,,,,177.0,0.99166,3.2,,11.4,1
1869,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,0
1870,7.0,,,2.1,,39.0,198.0,0.9951,3.52,,10.2,0
1871,9.5,0.21,,1.3,0.039,21.0,,,2.9,,9.5,1
1872,,0.2,,2.1,0.038,,,0.9949,,,10.3,2
1873,7.0,,,1.6,,,,0.9914,2.98,0.44,,0
1874,,0.34,,,0.032,36.0,140.0,,3.35,,,2
1875,,,,,,36.0,130.0,,3.48,0.75,9.9,0
1876,5.6,0.28,,4.2,,,158.0,,,0.44,,2
1877,6.2,,,18.4,,28.0,182.0,,,,,0
1878,8.0,0.3,,5.7,,31.0,124.0,,3.16,,,0
1879,,0.27,0.51,7.6,0.049,35.0,200.0,,,0.54,9.4,4
1880,6.9,0.3,,0.9,0.037000000000000005,,,,,,12.1,0
1881,5.9,0.29,,,0.035,,117.0,0.98959,3.26,,12.6,0
1882,,,,11.0,,,,,3.27,0.29,9.2,0
1883,6.9,0.25,0.35,,,,,0.9908,3.13,,11.0,0
1884,7.5,,0.26,,0.067,47.0,,,,,9.2,4
1885,,0.16,,1.4,0.064,34.0,,,,,,0
1886,6.6,0.22,0.36,5.5,,,105.0,,,0.47,,0
1887,,0.37,0.33,3.5,,,92.0,0.99136,,,11.2,0
1888,7.5,0.27,0.31,17.7,0.051,,173.0,,,0.64,10.2,1
1889,6.9,,,1.0,0.040999999999999995,,,0.9904299999999999,3.03,0.54,11.4,0
1890,6.9,0.25,,9.2,0.034,,,,3.21,0.36,,0
1891,6.4,0.125,,,,,,,,,,2
1892,,0.37,,2.7,,64.0,,0.9916,3.12,,,2
1893,,0.25,,14.4,0.055,55.0,205.0,0.9986,,0.38,,2
1894,,0.33,,,,52.0,164.0,,,,,1
1895,,0.41,,,0.023,,,,,0.79,13.0,2
1896,5.4,,,,,36.0,,,3.34,0.57,9.7,0
1897,,,,,0.046,,142.0,,,0.53,,0
1898,7.4,0.28,0.3,5.3,0.054000000000000006,44.0,161.0,,,0.48,10.3,0
1899,,,,,0.044000000000000004,,152.0,0.9961,,,,1
1900,7.5,0.2,0.41,,0.05,,,,3.19,,11.1,1
1901,6.9,,,,0.065,,178.0,,,,9.4,1
1902,,,,,0.040999999999999995,,,,,,,0
1903,,,0.49,1.2,0.063,,92.0,,,0.42,12.2,0
1904,,0.28,,,,54.0,128.0,0.99074,3.17,0.44,,2
1905,,,,,,22.0,79.0,,,0.59,,0
1906,,,0.36,,0.036000000000000004,,164.0,0.9939,,0.33,,1
1907,6.8,,,2.0,,19.0,189.0,,,0.54,,0
1908,,0.46,0.27,5.2,,35.0,,0.99129,,,,2
1909,,,0.36,,0.034,8.0,70.0,,3.05,,12.2,0
1910,7.0,0.17,,,0.025,,111.0,0.9938,3.2,,,0
1911,6.6,,0.46,6.2,,42.0,241.0,,3.5,,,1
1912,,,0.74,,,,121.0,,3.04,0.46,,0
1913,7.6,0.52,0.49,14.0,,37.0,,0.9958,,,11.8,2
1914,,,,1.1,0.051,,,,,,9.1,1
1915,8.1,0.3,,1.1,,,123.0,0.9914,2.99,,11.1,0
1916,6.8,0.19,,,0.047,,,0.9928299999999999,,0.56,,0
1917,5.4,0.24,0.18,,,22.0,145.0,,3.24,,,1
1918,,,,2.4,0.054000000000000006,18.0,151.0,0.9952,3.04,,9.3,4
1919,,,0.32,,,54.0,,,,0.5,9.6,0
1920,,,0.32,,0.026000000000000002,43.0,,0.9904,3.29,,12.5,0
1921,8.5,0.22,0.34,0.7,0.04,,,,,,10.5,4
1922,6.7,,0.29,,0.051,31.0,122.0,,,0.37,9.7,0
1923,6.4,0.15,,7.8,0.05,13.0,,,,0.4,9.9,0
1924,,0.44,0.24,,,,,,3.12,,11.3,2
1925,7.6,,0.39,7.6,0.04,,,,,0.53,,0
1926,7.1,0.21,0.72,1.6,,65.0,,0.99324,2.97,,9.2,1
1927,6.5,,,6.8,0.042,,,0.9958,,,9.2,0
1928,,,,,0.046,,194.0,,3.07,,,1
1929,,,,,0.053,34.0,,0.9972,,0.45,9.5,0
1930,7.0,,0.39,,,,162.0,,,0.53,9.5,1
1931,,,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,0
1932,,,,,,47.0,,,3.17,,,1
1933,6.8,0.26,0.42,1.7,0.049,,122.0,,3.47,,10.5,3
1934,,,,8.5,,46.0,,0.9957600000000001,3.2,,9.4,0
1935,,,,6.8,0.059000000000000004,,,0.9953799999999999,,0.56,10.3,1
1936,7.9,0.33,,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,0
1937,7.0,0.14,,9.0,0.039,54.0,141.0,,,,,0
1938,7.1,0.33,0.64,13.2,0.055999999999999994,12.0,,0.9972,,0.39,9.2,1
1939,6.0,,,,0.039,,,0.98998,3.32,0.41,12.4,0
1940,,,0.3,5.9,,,152.0,,3.47,0.4,8.5,0
1941,,0.19,0.49,,0.047,42.0,140.0,,,,10.7,0
1942,6.6,0.27,,1.3,,18.0,,0.99044,,,,1
1943,,,,,0.049,,183.0,,3.41,0.4,,1
1944,,,,,,29.0,140.0,0.991,,0.78,12.5,0
1945,,,0.3,,,,152.0,,,0.64,11.0,2
1946,,0.21,0.34,7.1,0.037000000000000005,,150.0,0.9962,,0.45,9.7,0
1947,,,,,0.055999999999999994,,187.0,,,,,1
1948,6.8,0.21,0.36,,0.046,,,1.0,,,,1
1949,,0.34,0.49,1.5,,,,,3.3,,12.2,2
1950,,,,2.2,0.042,41.0,142.0,0.9895200000000001,3.31,0.44,12.7,2
1951,,0.31,0.18,7.7,,,200.0,,,0.44,9.4,0
1952,6.6,,0.26,,,,149.0,,,,,0
1953,,0.25,0.28,7.7,0.053,37.0,132.0,0.9948899999999999,,,9.4,0
1954,,0.17,,,,49.0,182.0,0.9958,,,,0
1955,,,,,0.027000000000000003,,122.0,0.9922799999999999,3.06,,,3
1956,6.9,0.19,,3.0,0.054000000000000006,33.0,99.0,,3.16,0.4,10.8,0
1957,6.9,,0.28,,,22.0,,,3.16,0.72,,1
1958,,0.28,,,,55.0,,0.9962,3.09,,8.9,0
1959,5.4,,0.47,,0.052000000000000005,,145.0,,,,,0
1960,6.9,,,9.3,0.04,22.0,,0.9958,3.34,0.54,10.7,2
1961,,0.22,0.35,5.5,0.054000000000000006,37.0,,0.99474,3.08,,10.3,1
1962,,0.26,,2.2,0.032,31.0,113.0,0.9903,,0.42,12.9,6
1963,5.5,,0.23,,,,108.0,0.9924299999999999,3.28,0.5,,1
1964,,0.27,0.46,6.1,,13.0,41.0,0.993,,,,1
1965,,0.23,0.27,9.8,,,134.0,,,0.4,,0
1966,8.3,,0.4,7.8,0.040999999999999995,,,,3.34,0.51,9.6,0
1967,4.8,,0.12,1.1,0.013000000000000001,4.0,10.0,0.99246,3.32,0.36,13.5,4
1968,,,0.37,,,40.0,,,,0.54,,2
1969,7.9,,0.24,15.6,0.07200000000000001,,229.0,,3.03,,10.5,0
1970,,,1.0,19.5,0.040999999999999995,33.0,148.0,0.9977,,0.38,,0
1971,,,,1.7,0.04,,169.0,,3.05,,10.1,1
1972,6.1,0.34,0.21,5.0,0.042,17.0,,,,0.53,9.4,1
1973,,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,,,11.3,2
1974,7.4,,,,,,,0.9977799999999999,,0.48,,1
1975,,,,6.5,,,,0.9934799999999999,,0.33,,0
1976,6.6,0.21,,,,,128.0,0.9918299999999999,,,11.2,0
1977,,0.22,,9.1,,35.0,,0.99326,,0.3,,2
1978,,,0.48,8.0,0.026000000000000002,,,0.99144,3.22,,12.7,4
1979,,,0.27,,,,68.0,,3.14,,,4
1980,7.1,0.37,,10.5,,,,,,,8.7,1
1981,,,,,,36.0,,,3.18,,,0
1982,,0.23,0.34,,,23.0,111.0,,,,,0
1983,6.0,,0.2,1.8,0.031,,159.0,0.9919,3.41,0.53,11.0,0
1984,,0.31,0.32,,,,,0.98906,3.25,,13.7,2
1985,,,,,,,,,,,11.1,0
1986,,0.29,,1.2,,31.0,,,3.28,0.36,,0
1987,,,0.32,5.6,0.039,15.0,68.0,,,,11.1,0
1988,,,0.24,,,49.0,121.0,,,,13.2,2
1989,7.1,,0.26,2.8,0.039,50.0,,,,,,0
1990,6.6,,,,,42.5,204.0,,,,9.2,1
1991,,0.28,0.49,1.3,,27.0,,0.9936,,,,1
1992,,,,6.0,0.034,12.0,126.0,,,0.39,,2
1993,6.5,,,,,22.0,147.0,0.99024,3.15,0.31,12.0,2
1994,6.7,0.33,0.36,,,34.0,,,2.97,,,3
1995,7.3,0.22,,1.5,,32.0,172.0,0.9919399999999999,3.27,0.48,11.2,0
1996,7.2,0.23,,2.3,0.033,,102.0,,3.26,,,2
1997,,,,,,,,0.998,,,10.1,4
1998,7.4,,,,,22.0,125.0,0.9928,3.13,,,0
1999,6.0,0.24,,,0.048,,170.0,0.9938,3.64,,10.0,2
2000,6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,3.2,0.51,,1
2001,5.0,0.24,,,0.043,,,,,,10.0,1
2002,,,,12.9,,79.5,,0.9974200000000001,3.24,0.78,,0
2003,,,0.27,,0.076,,,,3.05,,,1
2004,,0.24,0.33,,,16.0,,,,,,0
2005,6.2,,0.25,,,8.0,120.0,,3.19,,,0
2006,7.3,,,1.7,0.05,,,,3.11,0.43,9.9,1
2007,6.5,,0.31,13.55,0.053,20.0,113.0,,3.2,,11.0,0
2008,,0.255,0.65,1.2,,,,,3.2,,,1
2009,,0.38,,,0.037000000000000005,,146.0,0.99326,,,,0
2010,6.2,,,17.2,0.039,,130.0,0.99946,,,8.8,0
2011,,,0.16,,,31.0,,,,,10.8,0
2012,,0.46,0.21,4.0,,,,,,,13.0,0
2013,6.0,0.35,,,,,,,3.46,0.42,11.9,0
2014,7.9,0.22,,14.2,,53.0,,0.9992,,0.46,9.2,0
2015,6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.9962,,0.53,9.1,1
2016,5.1,0.23,0.18,,,,,,,0.39,11.5,1
2017,7.9,,,1.2,,,,,,,10.8,1
2018,,0.31,0.73,,,,191.0,1.00013,2.96,,8.7,1
2019,8.3,,,1.3,0.055,,,0.993,,0.39,10.5,0
2020,6.1,,0.35,9.1,0.059000000000000004,83.0,,0.9971,3.37,,8.5,1
2021,,0.31,,,,,,0.99429,,,8.4,1
2022,7.6,0.33,0.41,,,44.0,197.0,,,,9.1,1
2023,,,,13.5,0.06,50.0,,0.99784,,0.46,,0
2024,7.4,,0.36,13.2,,53.0,178.0,,,0.48,,0
2025,,,,1.8,0.036000000000000004,,,0.99269,3.24,,11.0,0
2026,,,,1.5,0.05,56.0,,0.99308,3.24,,9.6,1
2027,,0.61,0.45,,0.03,15.0,,,,0.34,,1
2028,6.1,0.17,0.27,1.5,0.055999999999999994,45.0,135.0,,,0.43,,0
2029,,0.405,,1.45,,10.0,44.0,,3.52,0.4,,4
2030,5.1,0.33,,,0.022000000000000002,,,0.99221,,0.39,,2
2031,6.4,0.43,,,0.054000000000000006,,110.0,0.9939,3.24,,9.1,4
2032,7.9,0.46,,10.1,0.168,19.0,,0.99782,3.06,,,1
2033,8.6,,0.36,,0.045,,,0.99556,3.17,,9.4,4
2034,6.7,,0.3,6.4,0.048,40.0,,,3.29,,,1
2035,6.4,0.46,0.22,14.7,,51.0,,,,,,1
2036,7.9,,0.74,1.2,0.027999999999999997,,,0.991,3.08,,12.3,0
2037,7.0,,0.52,,0.028999999999999998,,61.0,,3.07,,,1
2038,5.9,0.22,,4.2,,69.0,144.0,,3.13,,,2
2039,7.4,0.2,,6.1,0.025,10.0,,,,,,1
2040,6.7,0.33,,7.5,0.036000000000000004,39.0,,0.9912299999999999,,0.32,12.4,3
2041,5.7,0.21,0.32,0.9,0.038,38.0,121.0,0.99074,,,,0
2042,6.1,,0.26,,,,88.0,0.99031,3.06,0.27,13.0,2
2043,,,0.32,,,,117.0,,3.21,,,1
2044,7.2,,0.34,6.4,,,,0.9927799999999999,2.99,0.4,10.8,0
2045,,0.21,,,0.048,,,,,0.38,10.8,1
2046,,,,,0.051,,195.0,,3.15,,,1
2047,6.0,,0.34,1.6,0.11900000000000001,,104.0,0.9921,,,,0
2048,,,,18.75,,45.0,,,,0.52,,1
2049,6.8,0.25,,14.0,0.032,,133.0,0.9952,3.37,,,2
2050,,,,,,,,,,0.48,,0
2051,,0.26,0.26,18.35,0.084,,139.0,1.0011,3.17,0.39,8.8,1
2052,7.0,,,2.2,0.042,,,0.99166,,0.57,11.4,1
2053,,0.22,,5.9,,40.0,,0.9938,,0.57,10.8,0
